Map,Round_Type,Blue_Team,Red_Team,time_stamp,length,KB,KR,UB,UR,FB
Volskaya Industries,Attack,?HOU,?SFS,1:21,50,9,2,5,4,B
Volskaya Industries,Attack,?HOU,?SFS,0:29,21,6,0,0,0,B
Volskaya Industries,Defense,?HOU,?SFS,3:10,15,0,3,2,3,R
Volskaya Industries,Defense,?HOU,?SFS,1:59,43,6,8,3,1,R
Volskaya Industries,Defense,?HOU,?SFS,1:34,6,1,2,0,2,R
Volskaya Industries,Defense,?HOU,?SFS,0:25,12,2,3,0,0,R
Volskaya Industries,Defense,?HOU,?SFS,0:54,7,0,3,1,0,R
Volskaya Industries,Defense,?HOU,?SFS,5:52,6,3,1,0,0,B
Volskaya Industries,Defense,?HOU,?SFS,4:21,38,5,6,2,5,B
Volskaya Industries,Defense,?HOU,?SFS,3:55,0,1,0,0,0,B
Volskaya Industries,Defense,?HOU,?SFS,3:32,0,1,0,0,0,B
Volskaya Industries,Defense,?HOU,?SFS,3:11,3,2,0,2,0,B
Volskaya Industries,Defense,?HOU,?SFS,2:12,15,2,0,3,3,B
Volskaya Industries,Defense,?HOU,?SFS,1:27,14,3,0,0,0,B
Volskaya Industries,Defense,?HOU,?SFS,0:40,19,5,0,0,0,B
Volskaya Industries,Defense,?HOU,?SFS,0:12,0,1,0,0,0,B
Volskaya Industries,Attack,?HOU,?SFS,4:30,28,7,0,4,1,B
Volskaya Industries,Attack,?HOU,?SFS,2:27,21,7,0,2,1,B
Volskaya Industries,Attack,?HOU,?SFS,3:37,16,1,5,0,3,B
Volskaya Industries,Attack,?HOU,?SFS,1:21,0,0,1,0,0,R
Volskaya Industries,Attack,?HOU,?SFS,1:28,8,0,1,0,1,R
Volskaya Industries,Attack,?HOU,?SFS,0:40,16,2,5,1,0,B
Numbani,Attack,?HOU,?SFS,8:04,5,0,2,0,2,R
Numbani,Attack,?HOU,?SFS,6:52,11,2,0,1,2,B
Numbani,Attack,?HOU,?SFS,7:13,29,1,6,3,0,R
Numbani,Attack,?HOU,?SFS,6:02,19,2,5,0,2,R
Numbani,Attack,?HOU,?SFS,5:18,17,1,1,0,0,R
Numbani,Attack,?HOU,?SFS,4:19,36,7,2,2,1,B
Numbani,Attack,?HOU,?SFS,3:05,48,2,9,1,3,R
Numbani,Attack,?HOU,?SFS,2:13,23,6,2,2,0,R
Numbani,Attack,?HOU,?SFS,1:46,11,1,0,2,1,B
Numbani,Attack,?HOU,?SFS,0:39,21,4,0,0,0,B
Numbani,Defense,?HOU,?SFS,5:37,13,1,4,1,3,B
Numbani,Defense,?HOU,?SFS,4:02,55,3,10,4,4,R
Numbani,Defense,?HOU,?SFS,3:27,15,2,3,1,2,R
Numbani,Defense,?HOU,?SFS,2:59,3,0,1,0,1,R
Numbani,Defense,?HOU,?SFS,1:12,19,0,6,2,2,R
Numbani,Defense,?HOU,?SFS,2:21,18,1,6,1,0,R
Numbani,Defense,?HOU,?SFS,0:50,10,2,1,0,0,B
Numbani,Defense,?HOU,?SFS,0:20,0,1,0,0,0,B
Nepal,Sanctum,?HOU,?SFS,5:02,29,6,5,2,4,B
Nepal,Sanctum,?HOU,?SFS,4:12,22,4,2,2,2,R
Nepal,Sanctum,?HOU,?SFS,3:37,19,1,4,0,2,R
Nepal,Sanctum,?HOU,?SFS,2:52,35,6,2,2,1,B
Nepal,Sanctum,?HOU,?SFS,1:46,36,3,6,2,2,R
Nepal,Sanctum,?HOU,?SFS,0:34,55,8,6,1,1,B
Nepal,Shrine,?HOU,?SFS,3:17,37,0,11,3,4,R
Nepal,Shrine,?HOU,?SFS,2:23,24,4,0,0,0,B
Nepal,Shrine,?HOU,?SFS,0:53,6,0,2,0,0,R
Nepal,Shrine,?HOU,?SFS,1:12,33,3,5,1,2,R
Nepal,Shrine,?HOU,?SFS,0:34,0,0,1,0,0,R
Nepal,Village,?HOU,?SFS,3:45,21,4,1,1,2,B
Nepal,Village,?HOU,?SFS,3:07,23,5,3,2,0,R
Nepal,Village,?HOU,?SFS,2:09,20,0,5,0,1,R
Nepal,Village,?HOU,?SFS,1:18,17,4,2,3,1,R
Nepal,Village,?HOU,?SFS,0:17,28,6,0,0,0,B
Route 66,Attack,?HOU,?SFS,7:33,33,1,7,5,3,R
Route 66,Attack,?HOU,?SFS,6:52,23,7,0,2,1,B
Route 66,Attack,?HOU,?SFS,6:17,13,0,3,0,2,R
Route 66,Attack,?HOU,?SFS,4:42,75,9,7,4,3,R
Route 66,Attack,?HOU,?SFS,3:30,55,4,4,1,2,B
Route 66,Attack,?HOU,?SFS,2:30,14,4,0,1,0,B
Route 66,Attack,?HOU,?SFS,0:57,0,1,0,0,0,B
Route 66,Attack,?HOU,?SFS,1:19,29,7,2,3,2,B
Route 66,Attack,?HOU,?SFS,0:25,0,0,1,0,0,R
Route 66,Attack,?HOU,?SFS,0:06,0,0,1,0,0,R
Route 66,Defense,?HOU,?SFS,4:54,11,0,3,1,1,R
Route 66,Defense,?HOU,?SFS,5:37,17,1,2,1,0,R
Route 66,Defense,?HOU,?SFS,3:55,21,1,8,1,0,R
Route 66,Defense,?HOU,?SFS,3:16,2,0,1,1,0,R
Route 66,Defense,?HOU,?SFS,2:28,34,6,5,0,1,B
Route 66,Defense,?HOU,?SFS,1:02,48,2,6,2,2,B
Route 66,Defense,?HOU,?SFS,0:21,20,4,0,0,1,B
Oasis,Gardens,?HOU,?SFS,0:15,7,2,0,0,0,B
Oasis,Gardens,?HOU,?SFS,0:52,19,0,7,0,0,R
Oasis,Gardens,?HOU,?SFS,1:29,0,0,1,0,0,R
Oasis,Gardens,?HOU,?SFS,1:47,33,1,4,3,2,R
Oasis,Gardens,?HOU,?SFS,2:41,0,0,1,0,0,R
Oasis,Gardens,?HOU,?SFS,3:01,28,1,5,3,4,B
Oasis,City Center,?HOU,?SFS,0:36,18,1,8,0,1,R
Oasis,City Center,?HOU,?SFS,1:24,20,2,7,0,2,B
Oasis,City Center,?HOU,?SFS,2:16,33,5,0,3,2,B
Oasis,City Center,?HOU,?SFS,3:36,9,2,1,1,1,B
Oasis,City Center,?HOU,?SFS,4:26,9,0,3,0,1,R
Temple of Anubis,Attack,?SFS,?FLA,2:42,20,0,4,0,0,R
Temple of Anubis,Attack,?SFS,?FLA,3:34,19,5,2,4,2,R
Temple of Anubis,Attack,?SFS,?FLA,1:18,48,11,5,4,3,R
Temple of Anubis,Attack,?SFS,?FLA,0:03,0,0,1,0,0,R
Temple of Anubis,Attack,?SFS,?FLA,0:40,8,5,1,0,0,B
Temple of Anubis,Defense,?SFS,?FLA,0:18,0,1,0,0,0,B
Temple of Anubis,Defense,?SFS,?FLA,0:55,26,6,1,0,1,B
Temple of Anubis,Defense,?SFS,?FLA,1:36,13,4,0,2,0,B
Temple of Anubis,Defense,?SFS,?FLA,2:33,4,3,0,0,0,B
Temple of Anubis,Defense,?SFS,?FLA,3:23,14,3,2,0,0,R
Temple of Anubis,Defense,?SFS,?FLA,4:00,12,5,2,2,1,B
Blizzard World,Attack,?SFS,?FLA,0:42,29,5,2,1,0,B
Blizzard World,Attack,?SFS,?FLA,1:44,18,4,2,1,0,B
Blizzard World,Attack,?SFS,?FLA,2:28,27,3,4,3,3,B
Blizzard World,Attack,?SFS,?FLA,3:22,57,10,1,5,3,B
Blizzard World,Attack,?SFS,?FLA,4:53,13,1,1,0,1,B
Blizzard World,Attack,?SFS,?FLA,5:11,11,0,1,1,2,R
Blizzard World,Attack,?SFS,?FLA,5:31,30,7,1,3,2,B
Blizzard World,Defense,?SFS,?FLA,0:07,0,1,0,0,0,B
Blizzard World,Defense,?SFS,?FLA,0:52,22,4,1,2,0,B
Blizzard World,Defense,?SFS,?FLA,1:43,6,1,1,0,0,B
Blizzard World,Defense,?SFS,?FLA,1:58,26,4,1,5,3,R
Blizzard World,Defense,?SFS,?FLA,3:24,11,2,2,1,0,B
Blizzard World,Defense,?SFS,?FLA,3:53,7,0,2,0,0,R
Blizzard World,Defense,?SFS,?FLA,4:49,18,0,2,3,2,R
Blizzard World,Defense,?SFS,?FLA,5:46,2,0,2,0,0,R
Blizzard World,Defense,?SFS,?FLA,5:53,22,5,2,1,2,B
Blizzard World,Defense,?SFS,?FLA,6:41,11,5,0,2,0,B
Nepal,Shrine,?SFS,?FLA,0:56,32,3,3,2,1,R
Nepal,Shrine,?SFS,?FLA,1:56,7,1,1,1,1,R
Nepal,Shrine,?SFS,?FLA,2:06,56,8,5,4,3,R
Nepal,Village,?SFS,?FLA,0:58,12,6,1,0,0,B
Nepal,Village,?SFS,?FLA,1:43,17,2,1,0,1,B
Nepal,Village,?SFS,?FLA,2:26,23,6,0,1,2,B
Route 66,Attack,?SFS,?FLA,0:19,5,0,2,0,0,R
Route 66,Attack,?SFS,?FLA,0:42,2,2,0,0,0,B
Route 66,Attack,?SFS,?FLA,1:12,32,6,1,2,2,R
Route 66,Attack,?SFS,?FLA,2:05,7,0,1,1,1,R
Route 66,Attack,?SFS,?FLA,2:34,34,4,3,1,2,R
Route 66,Attack,?SFS,?FLA,3:42,34,7,4,2,2,R
Route 66,Attack,?SFS,?FLA,4:28,27,5,2,1,3,B
Route 66,Attack,?SFS,?FLA,5:12,30,8,1,3,3,R
Route 66,Defense,?SFS,?FLA,0:31,14,0,4,0,0,R
Route 66,Defense,?SFS,?FLA,1:10,18,2,6,1,1,B
Route 66,Defense,?SFS,?FLA,2:04,32,5,4,4,3,R
Route 66,Defense,?SFS,?FLA,3:18,8,2,0,0,0,B
Route 66,Defense,?SFS,?FLA,3:42,0,1,0,0,0,B
Route 66,Defense,?SFS,?FLA,4:25,30,3,5,0,1,R
Route 66,Defense,?SFS,?FLA,5:16,24,4,4,0,2,B
Route 66,Defense,?SFS,?FLA,6:17,44,4,6,2,1,B
Route 66,Defense,?SFS,?FLA,7:29,37,4,3,2,0,R
Route 66,Defense,?SFS,?FLA,8:20,47,4,4,4,5,R
Route 66,Defense,?SFS,?FLA,9:27,3,3,2,1,0,B
Temple of Anubis,Attack,?BOS,?VAL,3:06,8,0,4,0,1,R
Temple of Anubis,Attack,?BOS,?VAL,0:56,45,2,4,3,2,R
Temple of Anubis,Attack,?BOS,?VAL,2:06,31,6,0,1,0,B
Temple of Anubis,Attack,?BOS,?VAL,3:48,0,0,1,0,0,R
Temple of Anubis,Attack,?BOS,?VAL,4:21,26,1,4,2,1,R
Temple of Anubis,Attack,?BOS,?VAL,5:30,17,0,3,0,2,R
Temple of Anubis,Attack,?BOS,?VAL,6:15,7,2,1,1,1,R
Temple of Anubis,Attack,?BOS,?VAL,6:28,57,6,7,4,4,R
Temple of Anubis,Attack,?BOS,?VAL,7:48,28,0,7,1,2,R
Temple of Anubis,Defense,?BOS,?VAL,0:16,0,1,0,0,0,B
Temple of Anubis,Defense,?BOS,?VAL,1:02,52,5,9,1,1,R
Temple of Anubis,Defense,?BOS,?VAL,2:22,16,2,1,2,2,B
Temple of Anubis,Defense,?BOS,?VAL,3:11,5,2,1,0,0,B
Temple of Anubis,Defense,?BOS,?VAL,3:38,20,2,3,2,3,R
Temple of Anubis,Defense,?BOS,?VAL,4:21,0,1,0,0,0,B
Temple of Anubis,Defense,?BOS,?VAL,5:04,9,1,1,0,1,R
Temple of Anubis,Defense,?BOS,?VAL,5:41,15,2,0,0,0,B
Temple of Anubis,Defense,?BOS,?VAL,6:48,26,7,3,1,4,R
Temple of Anubis,Defense,?BOS,?VAL,7:41,19,6,1,3,0,B
Blizzard World,Attack,?BOS,?VAL,0:53,17,2,1,1,0,B
Blizzard World,Attack,?BOS,?VAL,1:17,27,6,2,2,2,B
Blizzard World,Attack,?BOS,?VAL,2:31,17,3,0,2,0,B
Blizzard World,Attack,?BOS,?VAL,3:04,17,5,0,1,2,B
Blizzard World,Attack,?BOS,?VAL,4:33,8,0,2,0,0,R
Blizzard World,Attack,?BOS,?VAL,5:14,15,5,1,3,2,R
Blizzard World,Attack,?BOS,?VAL,5:41,14,3,0,2,1,B
Blizzard World,Attack,?BOS,?VAL,6:22,0,0,1,0,0,R
Blizzard World,Defense,?BOS,?VAL,1:11,5,1,1,1,1,R
Blizzard World,Defense,?BOS,?VAL,1:35,31,3,4,3,2,R
Blizzard World,Defense,?BOS,?VAL,2:17,13,2,0,1,0,B
Blizzard World,Defense,?BOS,?VAL,3:18,28,4,3,1,2,B
Blizzard World,Defense,?BOS,?VAL,4:01,23,4,0,4,1,B
Nepal,Village,?BOS,?VAL,0:45,26,2,5,1,1,R
Nepal,Village,?BOS,?VAL,1:39,57,7,4,5,4,R
Nepal,Village,?BOS,?VAL,3:04,33,6,3,4,3,R
Nepal,Village,?BOS,?VAL,4:01,15,6,1,2,0,B
Nepal,Village,?BOS,?VAL,4:37,28,0,6,3,5,R
Nepal,Sanctum,?BOS,?VAL,0:40,19,2,3,1,1,R
Nepal,Sanctum,?BOS,?VAL,1:10,28,2,5,1,2,B
Nepal,Sanctum,?BOS,?VAL,1:53,2,0,1,1,0,R
Nepal,Sanctum,?BOS,?VAL,2:24,22,0,4,2,3,R
Nepal,Sanctum,?BOS,?VAL,2:59,4,1,0,0,1,B
Nepal,Sanctum,?BOS,?VAL,3:15,16,2,0,2,2,B
Nepal,Sanctum,?BOS,?VAL,3:59,0,1,0,0,0,B
Nepal,Sanctum,?BOS,?VAL,4:26,36,6,3,5,2,R
Nepal,Sanctum,?BOS,?VAL,5:27,2,2,0,0,1,B
Nepal,Shrine,?BOS,?VAL,0:21,0,0,1,0,0,R
Nepal,Shrine,?BOS,?VAL,0:43,19,3,3,0,1,B
Nepal,Shrine,?BOS,?VAL,1:45,73,2,12,4,4,B
Route 66,Attack,?BOS,?VAL,0:59,0,1,0,0,0,B
Route 66,Attack,?BOS,?VAL,1:13,23,6,2,2,3,B
Route 66,Attack,?BOS,?VAL,2:27,21,1,6,0,1,B
Route 66,Attack,?BOS,?VAL,3:09,9,0,4,0,2,R
Route 66,Attack,?BOS,?VAL,4:01,34,6,2,5,3,R
Route 66,Attack,?BOS,?VAL,4:55,22,6,1,0,0,B
Route 66,Attack,?BOS,?VAL,5:31,13,1,1,0,1,R
Route 66,Attack,?BOS,?VAL,6:20,28,4,5,1,3,B
Route 66,Attack,?BOS,?VAL,7:26,7,1,3,0,1,R
Route 66,Attack,?BOS,?VAL,7:57,28,0,5,4,2,R
Route 66,Defense,?BOS,?VAL,0:40,21,1,6,0,0,R
Route 66,Defense,?BOS,?VAL,1:16,31,0,4,1,3,R
Route 66,Defense,?BOS,?VAL,2:04,0,0,1,0,0,R
Route 66,Defense,?BOS,?VAL,2:42,13,1,6,1,0,R
Route 66,Defense,?BOS,?VAL,3:38,10,1,1,1,1,B
Route 66,Defense,?BOS,?VAL,3:58,47,1,6,4,3,R
Oasis,Gardens,?BOS,?VAL,0:24,6,2,0,0,0,B
Oasis,Gardens,?BOS,?VAL,1:08,18,5,2,2,1,R
Oasis,Gardens,?BOS,?VAL,2:04,7,3,0,0,0,B
Oasis,Gardens,?BOS,?VAL,2:29,30,2,3,2,2,B
Oasis,Gardens,?BOS,?VAL,3:33,78,15,3,5,3,B
Oasis,University,?BOS,?VAL,0:24,11,3,1,0,0,R
Oasis,University,?BOS,?VAL,1:02,25,1,5,1,1,R
Oasis,University,?BOS,?VAL,1:51,30,6,2,3,3,B
Oasis,University,?BOS,?VAL,2:44,10,3,1,2,0,B
Oasis,University,?BOS,?VAL,3:18,50,4,7,3,4,B
Oasis,University,?BOS,?VAL,4:36,10,1,2,0,2,R
Oasis,University,?BOS,?VAL,5:06,43,1,9,2,1,R
Oasis,City Center,?BOS,?VAL,0:24,5,1,2,0,0,B
Oasis,City Center,?BOS,?VAL,0:56,24,7,2,3,1,R
Oasis,City Center,?BOS,?VAL,1:46,32,3,1,3,0,R
Oasis,City Center,?BOS,?VAL,2:38,0,1,0,0,0,B
Oasis,City Center,?BOS,?VAL,3:03,48,4,8,2,2,R
Oasis,City Center,?BOS,?VAL,4:32,56,7,7,4,5,B
Oasis,City Center,?BOS,?VAL,6:04,26,5,3,3,1,B
Temple of Anubis,Attack,?DAL,?NYE,7:44,66,6,8,5,6,R
Temple of Anubis,Attack,?DAL,?NYE,6:56,8,0,2,1,1,R
Temple of Anubis,Attack,?DAL,?NYE,6:02,16,0,3,2,2,R
Temple of Anubis,Attack,?DAL,?NYE,4:47,38,2,4,1,1,R
Temple of Anubis,Attack,?DAL,?NYE,4:33,1,1,0,1,1,B
Temple of Anubis,Attack,?DAL,?NYE,3:06,0,0,1,0,0,R
Temple of Anubis,Attack,?DAL,?NYE,3:36,17,0,4,0,0,R
Temple of Anubis,Attack,?DAL,?NYE,2:17,29,7,2,2,2,B
Temple of Anubis,Attack,?DAL,?NYE,0:23,21,0,3,0,0,R
Temple of Anubis,Attack,?DAL,?NYE,1:07,38,0,6,0,2,R
Temple of Anubis,Defense,?DAL,?NYE,2:32,20,0,3,1,2,R
Temple of Anubis,Defense,?DAL,?NYE,2:06,17,0,3,2,3,R
Temple of Anubis,Defense,?DAL,?NYE,0:41,36,2,6,0,2,B
Temple of Anubis,Defense,?DAL,?NYE,0:16,9,2,1,0,0,B
Blizzard World,Attack,?DAL,?NYE,7:26,14,0,3,0,0,R
Blizzard World,Attack,?DAL,?NYE,7:08,10,1,1,3,2,B
Blizzard World,Attack,?DAL,?NYE,6:26,15,1,3,0,0,R
Blizzard World,Attack,?DAL,?NYE,5:34,20,0,3,1,0,R
Blizzard World,Attack,?DAL,?NYE,4:26,20,5,0,3,2,B
Blizzard World,Attack,?DAL,?NYE,3:54,21,3,1,2,2,R
Blizzard World,Attack,?DAL,?NYE,3:03,25,0,3,0,2,R
Blizzard World,Attack,?DAL,?NYE,1:37,22,1,6,1,1,B
Blizzard World,Attack,?DAL,?NYE,0:29,13,2,3,0,0,R
Blizzard World,Attack,?DAL,?NYE,1:04,0,0,1,0,0,R
Blizzard World,Defense,?DAL,?NYE,2:35,0,1,0,0,0,B
Blizzard World,Defense,?DAL,?NYE,3:00,4,0,5,1,0,R
Blizzard World,Defense,?DAL,?NYE,1:35,35,2,5,4,4,R
Blizzard World,Defense,?DAL,?NYE,0:45,23,4,1,1,3,B
Nepal,Village,?DAL,?NYE,4:07,56,2,10,4,5,R
Nepal,Village,?DAL,?NYE,3:16,28,1,6,2,2,R
Nepal,Village,?DAL,?NYE,2:19,25,3,1,3,4,R
Nepal,Village,?DAL,?NYE,1:39,16,2,6,1,0,R
Nepal,Village,?DAL,?NYE,0:41,22,1,6,1,1,R
Nepal,Sanctum,?DAL,?NYE,2:12,24,3,6,2,1,B
Nepal,Sanctum,?DAL,?NYE,2:03,1,1,0,0,1,B
Nepal,Sanctum,?DAL,?NYE,0:54,39,2,6,0,1,B
Nepal,Sanctum,?DAL,?NYE,0:24,10,0,6,0,0,R
Route 66,Attack,?DAL,?NYE,4:22,20,0,6,2,1,R
Route 66,Attack,?DAL,?NYE,3:49,21,2,2,1,2,B
Route 66,Attack,?DAL,?NYE,2:56,24,3,6,2,1,R
Route 66,Attack,?DAL,?NYE,1:35,48,10,3,1,2,R
Route 66,Attack,?DAL,?NYE,0:43,31,2,7,0,1,R
Route 66,Attack,?DAL,?NYE,5:31,0,0,1,0,0,R
Route 66,Attack,?DAL,?NYE,6:05,47,1,8,4,5,B
Route 66,Defense,?DAL,?NYE,0:27,22,1,3,0,0,R
Route 66,Defense,?DAL,?NYE,1:04,21,0,4,0,1,R
Route 66,Defense,?DAL,?NYE,1:50,20,1,6,2,2,R
Volskaya Industries,Attack,?GLA,?BOS,1:21,8,2,1,2,2,B
Volskaya Industries,Attack,?GLA,?BOS,1:37,21,5,2,2,2,B
Volskaya Industries,Attack,?GLA,?BOS,2:43,0,1,0,0,0,B
Volskaya Industries,Attack,?GLA,?BOS,2:50,79,7,8,6,4,R
Volskaya Industries,Attack,?GLA,?BOS,4:40,5,1,0,1,0,B
Volskaya Industries,Attack,?GLA,?BOS,4:54,27,4,6,4,3,B
Volskaya Industries,Attack,?GLA,?BOS,5:57,16,2,2,0,2,R
Volskaya Industries,Attack,?GLA,?BOS,6:48,2,1,0,2,1,B
Volskaya Industries,Attack,?GLA,?BOS,7:02,31,7,1,1,1,B
Volskaya Industries,Attack,?GLA,?BOS,0:31,7,1,2,0,0,R
Volskaya Industries,Defense,?GLA,?BOS,0:25,16,3,1,0,0,B
Volskaya Industries,Defense,?GLA,?BOS,0:57,18,3,0,1,1,B
Volskaya Industries,Defense,?GLA,?BOS,1:34,39,1,7,3,4,R
Volskaya Industries,Defense,?GLA,?BOS,2:50,0,1,0,0,0,B
Volskaya Industries,Defense,?GLA,?BOS,3:01,17,0,3,1,2,R
Volskaya Industries,Defense,?GLA,?BOS,3:24,25,1,5,4,4,R
Volskaya Industries,Attack,?GLA,?BOS,0:28,15,0,3,0,0,R
Volskaya Industries,Attack,?GLA,?BOS,1:00,25,1,6,2,2,R
Volskaya Industries,Defense,?GLA,?BOS,0:49,50,2,8,3,4,R
Numbani,Attack,?GLA,?BOS,0:23,11,0,2,0,0,R
Numbani,Attack,?GLA,?BOS,1:39,15,1,6,0,3,B
Numbani,Attack,?GLA,?BOS,2:48,20,1,5,1,0,R
Numbani,Attack,?GLA,?BOS,3:48,35,3,7,3,3,R
Numbani,Attack,?GLA,?BOS,4:49,0,0,1,0,0,R
Numbani,Defense,?GLA,?BOS,0:23,6,3,2,0,0,R
Nepal,Shrine,?GLA,?BOS,0:37,0,0,1,0,0,R
Nepal,Shrine,?GLA,?BOS,1:10,18,0,5,0,1,R
Nepal,Shrine,?GLA,?BOS,2:11,19,2,6,0,1,B
Nepal,Shrine,?GLA,?BOS,2:55,18,1,5,1,2,B
Nepal,Sanctum,?GLA,?BOS,0:45,36,8,3,1,1,B
Nepal,Sanctum,?GLA,?BOS,1:40,35,4,3,3,2,R
Nepal,Sanctum,?GLA,?BOS,2:39,1,1,0,1,0,B
Nepal,Sanctum,?GLA,?BOS,2:56,23,6,0,1,3,B
Nepal,Village,?GLA,?BOS,0:49,20,5,1,0,0,B
Nepal,Village,?GLA,?BOS,1:57,5,1,2,2,0,B
Nepal,Village,?GLA,?BOS,2:16,31,4,7,1,2,B
Nepal,Village,?GLA,?BOS,3:16,31,3,5,1,2,R
Nepal,Village,?GLA,?BOS,3:50,18,3,2,2,2,R
Nepal,Village,?GLA,?BOS,4:29,28,5,3,2,2,B
Route 66,Attack,?GLA,?BOS,0:44,5,3,0,0,0,B
Route 66,Attack,?GLA,?BOS,1:08,83,11,5,5,4,R
Route 66,Attack,?GLA,?BOS,2:58,33,3,2,4,3,B
Route 66,Attack,?GLA,?BOS,4:03,26,7,1,1,1,B
Route 66,Attack,?GLA,?BOS,5:04,13,0,2,0,0,R
Route 66,Attack,?GLA,?BOS,5:39,22,3,1,2,2,R
Route 66,Attack,?GLA,?BOS,6:16,21,5,2,3,2,B
Route 66,Attack,?GLA,?BOS,7:14,36,5,1,4,3,B
Route 66,Defense,?GLA,?BOS,0:40,29,1,6,0,0,B
Route 66,Defense,?GLA,?BOS,1:23,33,1,7,3,4,R
Route 66,Defense,?GLA,?BOS,2:16,0,0,1,0,0,R
Route 66,Defense,?GLA,?BOS,2:40,2,1,0,1,0,B
Route 66,Defense,?GLA,?BOS,3:02,27,5,5,1,0,B
Route 66,Defense,?GLA,?BOS,3:50,34,2,6,2,3,B
Route 66,Defense,?GLA,?BOS,4:29,11,0,1,0,1,R
Route 66,Defense,?GLA,?BOS,5:00,20,1,2,3,2,B
Route 66,Defense,?GLA,?BOS,5:51,37,5,1,1,2,R
Route 66,Defense,?GLA,?BOS,7:05,24,0,7,3,3,R
Route 66,Attack,?GLA,?BOS,0:33,14,2,1,0,0,R
Route 66,Attack,?GLA,?BOS,1:04,13,4,1,1,0,B
Route 66,Attack,?GLA,?BOS,2:08,19,0,4,0,0,R
Route 66,Defense,?GLA,?BOS,0:34,35,4,3,1,1,B
Route 66,Defense,?GLA,?BOS,2:20,29,1,5,0,0,R
Volskaya Industries,Attack,?NYE,?SHD,0:37,6,2,3,0,0,R
Volskaya Industries,Attack,?NYE,?SHD,0:52,35,6,1,3,3,R
Volskaya Industries,Attack,?NYE,?SHD,1:50,49,9,2,3,1,B
Volskaya Industries,Defense,?NYE,?SHD,0:33,0,0,1,0,0,R
Volskaya Industries,Defense,?NYE,?SHD,1:07,6,2,1,0,1,B
Volskaya Industries,Defense,?NYE,?SHD,1:17,14,2,1,2,3,B
Volskaya Industries,Defense,?NYE,?SHD,2:00,0,1,0,0,0,B
Volskaya Industries,Defense,?NYE,?SHD,2:37,7,1,1,1,2,R
Volskaya Industries,Defense,?NYE,?SHD,3:06,46,2,6,3,1,R
Volskaya Industries,Defense,?NYE,?SHD,4:10,22,7,1,0,1,B
Volskaya Industries,Defense,?NYE,?SHD,5:12,17,2,0,1,1,B
Volskaya Industries,Defense,?NYE,?SHD,6:15,8,2,0,1,1,B
Volskaya Industries,Defense,?NYE,?SHD,7:27,44,8,2,3,5,R
Numbani,Attack,?NYE,?SHD,0:33,36,7,0,1,0,B
Numbani,Attack,?NYE,?SHD,1:48,11,2,2,2,1,R
Numbani,Attack,?NYE,?SHD,2:26,0,0,1,0,0,R
Numbani,Attack,?NYE,?SHD,2:43,21,7,0,1,0,B
Numbani,Attack,?NYE,?SHD,3:41,32,2,3,3,3,R
Numbani,Attack,?NYE,?SHD,4:45,15,0,3,1,0,R
Numbani,Attack,?NYE,?SHD,5:55,0,1,0,0,0,B
Numbani,Attack,?NYE,?SHD,6:13,33,0,7,2,3,R
Numbani,Attack,?NYE,?SHD,7:01,0,0,1,0,0,R
Numbani,Attack,?NYE,?SHD,7:28,11,0,2,1,2,R
Numbani,Attack,?NYE,?SHD,8:00,16,0,6,1,1,R
Numbani,Defense,?NYE,?SHD,0:50,5,0,2,0,0,R
Numbani,Defense,?NYE,?SHD,1:26,0,1,0,0,0,B
Numbani,Defense,?NYE,?SHD,1:54,1,0,1,1,2,R
Numbani,Defense,?NYE,?SHD,2:17,17,3,0,0,1,B
Numbani,Defense,?NYE,?SHD,3:07,29,5,1,3,3,B
Numbani,Defense,?NYE,?SHD,3:51,22,4,1,2,1,R
Numbani,Defense,?NYE,?SHD,4:33,22,3,4,1,1,B
Numbani,Defense,?NYE,?SHD,5:19,49,3,8,3,6,R
Numbani,Defense,?NYE,?SHD,6:42,25,4,1,4,1,R
Numbani,Defense,?NYE,?SHD,7:44,35,3,5,2,2,B
Nepal,Sanctum,?NYE,?SHD,0:34,13,3,0,0,0,B
Nepal,Sanctum,?NYE,?SHD,1:17,6,1,1,1,1,R
Nepal,Sanctum,?NYE,?SHD,1:44,25,6,1,0,1,B
Nepal,Sanctum,?NYE,?SHD,2:29,26,6,3,3,1,R
Nepal,Shrine,?NYE,?SHD,0:21,0,1,0,0,0,B
Nepal,Shrine,?NYE,?SHD,0:37,8,3,0,0,0,B
Nepal,Shrine,?NYE,?SHD,1:11,0,1,0,0,0,B
Nepal,Shrine,?NYE,?SHD,1:34,9,2,1,1,1,B
Nepal,Shrine,?NYE,?SHD,2:00,0,1,0,0,0,B
Nepal,Shrine,?NYE,?SHD,2:33,26,1,3,4,4,R
Nepal,Shrine,?NYE,?SHD,3:54,37,7,1,5,2,B
Route 66,Attack,?NYE,?SHD,0:30,13,2,1,0,0,B
Route 66,Attack,?NYE,?SHD,1:11,31,8,2,2,1,B
Route 66,Attack,?NYE,?SHD,2:19,16,2,1,0,4,B
Route 66,Attack,?NYE,?SHD,2:43,21,3,0,1,0,B
Route 66,Attack,?NYE,?SHD,3:25,61,9,2,3,3,B
Route 66,Attack,?NYE,?SHD,4:40,35,4,1,4,2,R
Route 66,Attack,?NYE,?SHD,5:27,3,1,0,1,1,B
Route 66,Attack,?NYE,?SHD,5:50,54,11,1,5,5,B
